"customerkey","geographykey","customername","geographykey-2","city","state","countryregioncode","country","postalcode"
25036,4,"Jenny Ye",4,"Goulburn","New South Wales","AU","Australia","2580"
25037,30,"Terrence R Rai",30,"Perth","South Australia","AU","Australia","6006"
25038,612,"Isabella W Hall",612,"Burien","Washington","US","United States","98168"
25039,542,"Alexis Clark",542,"Lake Oswego","Oregon","US","United States","97034"
25040,548,"Julian D Perry",548,"Salem","Oregon","US","United States","97301"
25041,648,"Hunter G Phillips",648,"Yakima","Washington","US","United States","98901"
25042,298,"Arif A Rizaldy",298,"Bellflower","California","US","United States","90706"
25043,302,"Damien W Rai",302,"Burlingame","California","US","United States","94010"
25044,385,"Emma H Bailey",385,"Woodland Hills","California","US","United States","91364"
25045,609,"Paige Russell",609,"Bellingham","Washington","US","United States","98225"
25046,57,"Caleb P Long",57,"Newton","British Columbia","CA","Canada","V2M1P1"
25047,352,"Trevor Long",352,"Palo Alto","California","US","United States","94303"
25048,49,"Yolanda K Sharma",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
25049,312,"Candice L Ye",312,"Coronado","California","US","United States","92118"
25050,312,"Darryl S Chen",312,"Coronado","California","US","United States","92118"
25051,19,"Suzanne Cai",19,"Wollongong","New South Wales","AU","Australia","2500"
25052,18,"Sandra A Lin",18,"Sydney","New South Wales","AU","Australia","1002"
25053,17,"Colin Andersen",17,"St. Leonards","New South Wales","AU","Australia","2065"
25054,24,"Sheila Alonso",24,"Hawthorne","Queensland","AU","Australia","4171"
25055,33,"Erik E Navarro",33,"Cranbourne","Victoria","AU","Australia","3977"
25056,31,"Wayne E Black",31,"Hobart","Tasmania","AU","Australia","7001"
25057,27,"Jerome J Gomez",27,"Townsville","Queensland","AU","Australia","4810"
25058,22,"Corey Raji",22,"East Brisbane","Queensland","AU","Australia","4169"
25059,546,"Sean Ward",546,"Oregon City","Oregon","US","United States","97045"
25060,312,"Noah R Martinez",312,"Coronado","California","US","United States","92118"
25061,68,"Julia Hughes",68,"Vancouver","British Columbia","CA","Canada","V7L 4J4"
25062,71,"Kaitlyn J Young",71,"Westminster","British Columbia","CA","Canada","V3L 1H4"
25063,609,"Dylan T Williams",609,"Bellingham","Washington","US","United States","98225"
25064,374,"James M Harris",374,"Torrance","California","US","United States","90505"
25065,637,"Thomas Henderson",637,"Seattle","Washington","US","United States","98104"
25066,62,"Charles D Robinson",62,"Royal Oak","British Columbia","CA","Canada","V8X"
25067,618,"Melanie P Butler",618,"Issaquah","Washington","US","United States","98027"
25068,307,"Robert Shan",307,"Chula Vista","California","US","United States","91910"
25069,612,"Lori Ortega",612,"Burien","Washington","US","United States","98168"
25070,49,"Melody Alvarez",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
25071,339,"Natalie W Brooks",339,"Mill Valley","California","US","United States","94941"
25072,548,"Alyssa O Murphy",548,"Salem","Oregon","US","United States","97301"
25073,539,"Shelby Stewart",539,"Corvallis","Oregon","US","United States","97330"
25074,543,"Samantha Jackson",543,"Lebanon","Oregon","US","United States","97355"
25075,358,"Samantha A Thompson",358,"San Carlos","California","US","United States","94070"
25076,336,"Nicole W Jenkins",336,"Lincoln Acres","California","US","United States","91950"
25077,642,"Wyatt M Clark",642,"Tacoma","Washington","US","United States","98403"
25078,338,"James Jenkins",338,"Los Angeles","California","US","United States","90012"
25079,632,"Riley Perry",632,"Port Orchard","Washington","US","United States","98366"
25080,302,"Marissa Long",302,"Burlingame","California","US","United States","94010"
25081,322,"Melanie Morris",322,"Fremont","California","US","United States","94536"
25082,299,"William A Martinez",299,"Berkeley","California","US","United States","94704"
25083,299,"Omar Gao",299,"Berkeley","California","US","United States","94704"
25084,553,"Dalton James",553,"Woodburn","Oregon","US","United States","97071"
25085,331,"Lucas Rogers",331,"La Jolla","California","US","United States","92806"
25086,299,"Jasmine Cox",299,"Berkeley","California","US","United States","94704"
25087,612,"Wyatt Young",612,"Burien","Washington","US","United States","98168"
25088,337,"Victoria J Reed",337,"Long Beach","California","US","United States","90802"
25089,612,"Christy C Xie",612,"Burien","Washington","US","United States","98168"
25090,49,"Ivan L Sara",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
25091,311,"Jessie Zeng",311,"Concord","California","US","United States","94519"
25092,337,"Emily Jackson",337,"Long Beach","California","US","United States","90802"
25093,55,"Madison A Griffin",55,"Newton","British Columbia","CA","Canada","V2L3W8"
25094,68,"Charles Thomas",68,"Vancouver","British Columbia","CA","Canada","V7L 4J4"
25095,69,"Adam Jai",69,"Victoria","British Columbia","CA","Canada","V8V"
25096,609,"Victoria D Bennett",609,"Bellingham","Washington","US","United States","98225"
25097,545,"Fernando B Gonzales",545,"Milwaukie","Oregon","US","United States","97222"
25098,539,"Logan Long",539,"Corvallis","Oregon","US","United States","97330"
25099,368,"Melanie G Hayes",368,"Santa Cruz","California","US","United States","95062"
25100,49,"Kristen Huang",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
25101,57,"Wyatt A Baker",57,"Newton","British Columbia","CA","Canada","V2M1P1"
25102,299,"Stephanie L Kelly",299,"Berkeley","California","US","United States","94704"
25103,311,"Shelby Brooks",311,"Concord","California","US","United States","94519"
25104,71,"Natalie A Parker",71,"Westminster","British Columbia","CA","Canada","V3L 1H4"
25105,311,"Warren M Nara",311,"Concord","California","US","United States","94519"
25106,22,"Micah W Gao",22,"East Brisbane","Queensland","AU","Australia","4169"
25107,36,"Mason K Ramirez",36,"Melton","Victoria","AU","Australia","3337"
25108,19,"Gary B Gill",19,"Wollongong","New South Wales","AU","Australia","2500"
25109,26,"Devin J Rivera",26,"Rockhampton","Queensland","AU","Australia","4700"
25110,21,"Tabitha Suarez",21,"Caloundra","Queensland","AU","Australia","4551"
25111,30,"Drew J Chander",30,"Perth","South Australia","AU","Australia","6006"
25112,4,"Suzanne E Zhu",4,"Goulburn","New South Wales","AU","Australia","2580"
25113,12,"Randy Gao",12,"North Sydney","New South Wales","AU","Australia","2055"
25114,13,"Donald M Sara",13,"Port Macquarie","New South Wales","AU","Australia","2444"
25115,19,"Raymond Rana",19,"Wollongong","New South Wales","AU","Australia","2500"
25116,8,"Phillip R Sara",8,"Matraville","New South Wales","AU","Australia","2036"
25117,7,"Mindy R Shan",7,"Malabar","New South Wales","AU","Australia","2036"
25118,5,"Gerald M Diaz",5,"Lane Cove","New South Wales","AU","Australia","1597"
25119,4,"Deanna L Lopez",4,"Goulburn","New South Wales","AU","Australia","2580"
25120,4,"Heidi L Rodriguez",4,"Goulburn","New South Wales","AU","Australia","2580"
25121,25,"Clarence D Yang",25,"Hervey Bay","Queensland","AU","Australia","4655"
25122,32,"Susan L Zhao",32,"Bendigo","Victoria","AU","Australia","3550"
25123,2,"Sharon L Simpson",2,"Coffs Harbour","New South Wales","AU","Australia","2450"
25124,6,"Keith J Xu",6,"Lavender Bay","New South Wales","AU","Australia","2060"
25125,36,"Randy G Wang",36,"Melton","Victoria","AU","Australia","3337"
25126,7,"Shane L Suri",7,"Malabar","New South Wales","AU","Australia","2036"
25127,15,"Priscilla M Deng",15,"Silverwater","New South Wales","AU","Australia","2264"
25128,22,"Clifford Sai",22,"East Brisbane","Queensland","AU","Australia","4169"
25129,17,"Allen R Raman",17,"St. Leonards","New South Wales","AU","Australia","2065"
25130,11,"Micah Huang",11,"North Ryde","New South Wales","AU","Australia","2113"
25131,36,"Gerald Chandra",36,"Melton","Victoria","AU","Australia","3337"
25132,33,"Lindsey M Xie",33,"Cranbourne","Victoria","AU","Australia","3977"
25133,11,"Kristine G Gutierrez",11,"North Ryde","New South Wales","AU","Australia","2113"
25134,17,"Brett Rodriguez",17,"St. Leonards","New South Wales","AU","Australia","2065"
25135,39,"Kelvin Zhao",39,"Sunbury","Victoria","AU","Australia","3429"
25136,39,"Ruben A Diaz",39,"Sunbury","Victoria","AU","Australia","3429"
25137,27,"Nina R Raje",27,"Townsville","Queensland","AU","Australia","4810"
25138,19,"Seth Russell",19,"Wollongong","New South Wales","AU","Australia","2500"
25139,20,"Carlos M. Short",20,"Brisbane","Queensland","AU","Australia","4000"
25140,26,"Toni K Lopez",26,"Rockhampton","Queensland","AU","Australia","4700"
25141,251,"Walter Gutierrez",251,"London","England","GB","United Kingdom","SW8 1XD"
25142,197,"Regina B Ray",197,"Paris","Seine (Paris)","FR","France","75008"
25143,190,"Destiny A Henderson",190,"Villeneuve-d'Ascq","Nord","FR","France","59491"
25144,144,"Johnathan Fernandez",144,"Essen","Hamburg","DE","Germany","45001"
25145,171,"Clayton C Yang",171,"Neunkirchen","Saarland","DE","Germany","66578"
25146,552,"Carson J Gonzales",552,"W. Linn","Oregon","US","United States","97068"
25147,68,"Samantha G Brown",68,"Vancouver","British Columbia","CA","Canada","V7L 4J4"
25148,307,"Ryan Simmons",307,"Chula Vista","California","US","United States","91910"
25149,632,"Samantha Griffin",632,"Port Orchard","Washington","US","United States","98366"
25150,337,"Xavier Jones",337,"Long Beach","California","US","United States","90802"
25151,329,"Jasmine Washington",329,"Imperial Beach","California","US","United States","91932"
25152,331,"Maria M Sanders",331,"La Jolla","California","US","United States","92806"
25153,632,"Ryan Coleman",632,"Port Orchard","Washington","US","United States","98366"
25154,301,"Clinton Serrano",301,"Burbank","California","US","United States","91502"
25155,311,"Theresa Alonso",311,"Concord","California","US","United States","94519"
25156,336,"Catherine Peterson",336,"Lincoln Acres","California","US","United States","91950"
25157,66,"Destiny Miller",66,"Sooke","British Columbia","CA","Canada","V0"
25158,611,"Stephanie C Long",611,"Bremerton","Washington","US","United States","98312"
25159,637,"Katelyn C Cooper",637,"Seattle","Washington","US","United States","98104"
25160,642,"Mackenzie C Stewart",642,"Tacoma","Washington","US","United States","98403"
25161,343,"Isabella Flores",343,"National City","California","US","United States","91950"
25162,374,"Bryan D Morris",374,"Torrance","California","US","United States","90505"
25163,334,"Natalie Griffin",334,"Lakewood","California","US","United States","90712"
25164,301,"Isaac C Parker",301,"Burbank","California","US","United States","91502"
25165,298,"Ashley D Brown",298,"Bellflower","California","US","United States","90706"
25166,345,"Miguel R Jenkins",345,"Newport Beach","California","US","United States","92625"
25167,358,"Elijah Hughes",358,"San Carlos","California","US","United States","94070"
25168,299,"Micheal Hernandez",299,"Berkeley","California","US","United States","94704"
25169,352,"Angel Peterson",352,"Palo Alto","California","US","United States","94303"
25228,12,"Brad Ashe",12,"North Sydney","New South Wales","AU","Australia","2055"
25170,618,"Logan H Walker",618,"Issaquah","Washington","US","United States","98027"
25171,543,"Christopher E Rodriguez",543,"Lebanon","Oregon","US","United States","97355"
25172,348,"Evan Gray",348,"Oakland","California","US","United States","94611"
25173,54,"Melissa Stewart",54,"N. Vancouver","British Columbia","CA","Canada","V7L 4J4"
25174,491,"Monica Smith",491,"Billings","Montana","US","United States","59101"
25175,618,"Nathan D Chen",618,"Issaquah","Washington","US","United States","98027"
25176,347,"Edward Flores",347,"Novato","California","US","United States","94947"
25177,49,"Alberto Gomez",49,"Cliffside","British Columbia","CA","Canada","V8Y 1L1"
25178,614,"Jasmine D Kelly",614,"Edmonds","Washington","US","United States","98020"
25179,614,"Miguel Thompson",614,"Edmonds","Washington","US","United States","98020"
25180,626,"Ana Simmons",626,"Lynnwood","Washington","US","United States","98036"
25181,547,"Jesse S Torres",547,"Portland","Oregon","US","United States","97205"
25182,548,"Natalie Simmons",548,"Salem","Oregon","US","United States","97301"
25183,637,"Michael K Thomas",637,"Seattle","Washington","US","United States","98104"
25184,310,"Peter Tang",310,"Colma","California","US","United States","94014"
25185,355,"Jade Reed",355,"Redwood City","California","US","United States","94063"
25186,369,"Angelica Coleman",369,"Santa Monica","California","US","United States","90401"
25187,546,"Sydney L Scott",546,"Oregon City","Oregon","US","United States","97045"
25188,66,"Kevin S Li",66,"Sooke","British Columbia","CA","Canada","V0"
25189,611,"Aidan Hayes",611,"Bremerton","Washington","US","United States","98312"
25190,553,"Allison B Morris",553,"Woodburn","Oregon","US","United States","97071"
25191,339,"Austin D Gonzales",339,"Mill Valley","California","US","United States","94941"
25192,612,"Janet B Gill",612,"Burien","Washington","US","United States","98168"
25193,626,"Stephanie A Howard",626,"Lynnwood","Washington","US","United States","98036"
25194,548,"Jada Bell",548,"Salem","Oregon","US","United States","97301"
25195,311,"Alexandra Wilson",311,"Concord","California","US","United States","94519"
25196,52,"Aaron C Yang",52,"Langley","British Columbia","CA","Canada","V3A 4R2"
25197,385,"Kyle J Perry",385,"Woodland Hills","California","US","United States","91364"
25198,347,"Michelle Ramirez",347,"Novato","California","US","United States","94947"
25199,316,"Kyle L Griffin",316,"El Cajon","California","US","United States","92020"
25200,641,"Nathan Williams",641,"Spokane","Washington","US","United States","99202"
25201,314,"Hunter C Gonzalez",314,"Daly City","California","US","United States","94015"
25202,545,"Jonathan C King",545,"Milwaukie","Oregon","US","United States","97222"
25203,298,"Caroline Wood",298,"Bellflower","California","US","United States","90706"
25204,374,"Kelly Barnes",374,"Torrance","California","US","United States","90505"
25205,300,"John Jones",300,"Beverly Hills","California","US","United States","90210"
25206,334,"Ryan W Bryant",334,"Lakewood","California","US","United States","90712"
25207,634,"Destiny C Moore",634,"Redmond","Washington","US","United States","98052"
25208,316,"Daniel P Taylor",316,"El Cajon","California","US","United States","92020"
25209,63,"Emma M Walker",63,"Shawnee","British Columbia","CA","Canada","V8Z 4N5"
25210,20,"Kathryn Xu",20,"Brisbane","Queensland","AU","Australia","4000"
25211,8,"Diane M Torres",8,"Matraville","New South Wales","AU","Australia","2036"
25212,35,"Alberto L Ruiz",35,"Melbourne","Victoria","AU","Australia","3000"
25213,28,"Cheryl O Gutierrez",28,"Cloverdale","South Australia","AU","Australia","6105"
25214,28,"Roger Chander",28,"Cloverdale","South Australia","AU","Australia","6105"
25215,32,"Natalie Gonzalez",32,"Bendigo","Victoria","AU","Australia","3550"
